PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28851431","Pesticide exposure assessed through agricultural crop proximity and risk of amyotrophic lateral sclerosis","Vinceti M, Filippini T, Violi F, Rothman KJ, Costanzini S, Malagoli C, Wise LA, Odone A, Signorelli C, Iacuzio L, Arcolin E, Mandrioli J, Fini N, Patti F, Lo Fermo S, Pietrini V, Teggi S, Ghermandi G, Scillieri R, Ledda C, Mauceri C, Sciacca S, Fiore M, Ferrante M.","Environ Health. 2017 Aug 29;16(1):91. doi: 10.1186/s12940-017-0297-2.","Vinceti M","Environ Health","2017","2017/08/31","PMC5576246","","10.1186/s12940-017-0297-2"
"25979579","Evaluation and management of amyotrophic lateral sclerosis","Valadi N.","Prim Care. 2015 Jun;42(2):177-87. doi: 10.1016/j.pop.2015.01.009. Epub 2015 Apr 7.","Valadi N","Prim Care","2015","2015/05/17","","","10.1016/j.pop.2015.01.009"
"29685899","Multicentre, cross-cultural, population-based, case-control study of physical activity as risk factor for amyotrophic lateral sclerosis","Visser AE, Rooney JPK, D'Ovidio F, Westeneng HJ, Vermeulen RCH, Beghi E, Chiò A, Logroscino G, Hardiman O, Veldink JH, van den Berg LH; Euro-MOTOR consortium.","J Neurol Neurosurg Psychiatry. 2018 Aug;89(8):797-803. doi: 10.1136/jnnp-2017-317724. Epub 2018 Apr 23.","Visser AE","J Neurol Neurosurg Psychiatry","2018","2018/04/25","","","10.1136/jnnp-2017-317724"
"27450455","Pathogenesis of amyotrophic lateral sclerosis","Morgan S, Orrell RW.","Br Med Bull. 2016 Sep;119(1):87-98. doi: 10.1093/bmb/ldw026. Epub 2016 Jul 22.","Morgan S","Br Med Bull","2016","2016/07/25","","","10.1093/bmb/ldw026"
"33470429","Suicide among veterans with amyotrophic lateral sclerosis","Lund EM, Hostetter TA, Forster JE, Hoffmire CA, Stearns-Yoder KA, Brenner LA, Tahmasbi Sohi M.","Muscle Nerve. 2021 Jun;63(6):807-811. doi: 10.1002/mus.27181. Epub 2021 Feb 16.","Lund EM","Muscle Nerve","2021","2021/01/20","","","10.1002/mus.27181"
"19750102","Workplace exposures and the risk of amyotrophic lateral sclerosis","Fang F, Quinlan P, Ye W, Barber MK, Umbach DM, Sandler DP, Kamel F.","Environ Health Perspect. 2009 Sep;117(9):1387-92. doi: 10.1289/ehp.0900580. Epub 2009 May 11.","Fang F","Environ Health Perspect","2009","2009/09/15","PMC2737014","","10.1289/ehp.0900580"
"19399854","Cigarettes and amyotrophic lateral sclerosis: only smoke or also fire?","Weisskopf MG, Ascherio A.","Ann Neurol. 2009 Apr;65(4):361-2. doi: 10.1002/ana.21700.","Weisskopf MG","Ann Neurol","2009","2009/04/29","","","10.1002/ana.21700"
"32507583","Malnutrition at diagnosis in amyotrophic lateral sclerosis (als) and its influence on survival: Using glim criteria","López-Gómez JJ, Ballesteros-Pomar MD, Torres-Torres B, De la Maza BP, Penacho-Lázaro MÁ, Palacio-Mures JM, Abreu-Padín C, López-Guzmán A, De Luis-Román DA.","Clin Nutr. 2021 Jan;40(1):237-244. doi: 10.1016/j.clnu.2020.05.014. Epub 2020 May 21.","López-Gómez JJ","Clin Nutr","2021","2020/06/09","","","10.1016/j.clnu.2020.05.014"
"19399866","Smoking and risk for amyotrophic lateral sclerosis: analysis of the EPIC cohort","Gallo V, Bueno-De-Mesquita HB, Vermeulen R, Andersen PM, Kyrozis A, Linseisen J, Kaaks R, Allen NE, Roddam AW, Boshuizen HC, Peeters PH, Palli D, Mattiello A, Sieri S, Tumino R, Jiménez-Martín JM, Díaz MJ, Suarez LR, Trichopoulou A, Agudo A, Arriola L, Barricante-Gurrea A, Bingham S, Khaw KT, Manjer J, Lindkvist B, Overvad K, Bach FW, Tjønneland A, Olsen A, Bergmann MM, Boeing H, Clavel-Chapelon F, Lund E, Hallmans G, Middleton L, Vineis P, Riboli E.","Ann Neurol. 2009 Apr;65(4):378-85. doi: 10.1002/ana.21653.","Gallo V","Ann Neurol","2009","2009/04/29","","","10.1002/ana.21653"
"34440634","The Link between VAPB Loss of Function and Amyotrophic Lateral Sclerosis","Borgese N, Iacomino N, Colombo SF, Navone F.","Cells. 2021 Jul 23;10(8):1865. doi: 10.3390/cells10081865.","Borgese N","Cells","2021","2021/08/27","PMC8392409","","10.3390/cells10081865"
"28527102","Studies of Environmental Risk Factors in Amyotrophic Lateral Sclerosis (ALS) and a Phase I Clinical Trial of L-Serine","Bradley WG, Miller RX, Levine TD, Stommel EW, Cox PA.","Neurotox Res. 2018 Jan;33(1):192-198. doi: 10.1007/s12640-017-9741-x. Epub 2017 May 19.","Bradley WG","Neurotox Res","2018","2017/05/21","","","10.1007/s12640-017-9741-x"
"32497246","Amyotrophic lateral sclerosis (ALS), cancer, autoimmunity and metabolic disorders: An unsolved tantalizing challenge","Riancho J, Delgado-Alvarado M, Andreu MD, Paz-Fajardo L, Arozamena S, Gil-Bea FJ, López de Munaín A.","Br J Pharmacol. 2021 Mar;178(6):1269-1278. doi: 10.1111/bph.15151. Epub 2020 Jun 18.","Riancho J","Br J Pharmacol","2021","2020/06/05","","","10.1111/bph.15151"
"28000353","Physical and cognitive fitness in young adulthood and risk of amyotrophic lateral sclerosis at an early age","Longinetti E, Mariosa D, Larsson H, Almqvist C, Lichtenstein P, Ye W, Fang F.","Eur J Neurol. 2017 Jan;24(1):137-142. doi: 10.1111/ene.13165. Epub 2016 Nov 6.","Longinetti E","Eur J Neurol","2017","2016/12/22","","","10.1111/ene.13165"
"21320987","Smoking and risk of amyotrophic lateral sclerosis: a pooled analysis of 5 prospective cohorts","Wang H, O'Reilly ÉJ, Weisskopf MG, Logroscino G, McCullough ML, Thun MJ, Schatzkin A, Kolonel LN, Ascherio A.","Arch Neurol. 2011 Feb;68(2):207-13. doi: 10.1001/archneurol.2010.367.","Wang H","Arch Neurol","2011","2011/02/16","PMC3319086","NIHMS358749","10.1001/archneurol.2010.367"
"15197603","Basic and clinical research on amyotrophic lateral sclerosis and other motor neuron disorders in Italy: recent findings and achievements from a network of laboratories","Beghi E, Mennini T; Italian Network for the Study of Motor Neuron Disease.","Neurol Sci. 2004 Jun;25 Suppl 2:S41-60. doi: 10.1007/s10072-004-0228-1.","Beghi E","Neurol Sci","2004","2004/06/16","","","10.1007/s10072-004-0228-1"
"22972621","Endogenous female reproductive hormones and the risk of amyotrophic lateral sclerosis","de Jong S, Huisman M, Sutedja N, van der Kooi A, de Visser M, Schelhaas J, van der Schouw Y, Veldink J, van den Berg L.","J Neurol. 2013 Feb;260(2):507-12. doi: 10.1007/s00415-012-6665-5. Epub 2012 Sep 13.","de Jong S","J Neurol","2013","2012/09/14","","","10.1007/s00415-012-6665-5"
"32335431","Living near waterbodies as a proxy of cyanobacteria exposure and risk of amyotrophic lateral sclerosis: a population based case-control study","Fiore M, Parisio R, Filippini T, Mantione V, Platania A, Odone A, Signorelli C, Pietrini V, Mandrioli J, Teggi S, Costanzini S, Antonio C, Zuccarello P, Oliveri Conti G, Nicoletti A, Zappia M, Vinceti M, Ferrante M.","Environ Res. 2020 Jul;186:109530. doi: 10.1016/j.envres.2020.109530. Epub 2020 Apr 15.","Fiore M","Environ Res","2020","2020/04/27","","","10.1016/j.envres.2020.109530"
"26855128","No association between soil constituents and amyotrophic lateral sclerosis relative risk in Ireland","Rooney J, Vajda A, Heverin M, Crampsie A, Tobin K, McLaughlin R, Staines A, Hardiman O.","Environ Res. 2016 May;147:102-7. doi: 10.1016/j.envres.2016.01.038. Epub 2016 Feb 6.","Rooney J","Environ Res","2016","2016/02/09","","","10.1016/j.envres.2016.01.038"
"28977445","Proteostasis disturbance in amyotrophic lateral sclerosis","Medinas DB, Valenzuela V, Hetz C.","Hum Mol Genet. 2017 Oct 1;26(R2):R91-R104. doi: 10.1093/hmg/ddx274.","Medinas DB","Hum Mol Genet","2017","2017/10/05","","","10.1093/hmg/ddx274"
"23134505","Premorbid body mass index and risk of amyotrophic lateral sclerosis","O'Reilly ÉJ, Wang H, Weisskopf MG, Fitzgerald KC, Falcone G, McCullough ML, Thun M, Park Y, Kolonel LN, Ascherio A.","Amyotroph Lateral Scler Frontotemporal Degener. 2013 Apr;14(3):205-11. doi: 10.3109/21678421.2012.735240. Epub 2012 Oct 29.","O'Reilly ÉJ","Amyotroph Lateral Scler Frontotemporal Degener","2013","2012/11/09","PMC3615420","NIHMS415649","10.3109/21678421.2012.735240"
"17852010","Nutritional status and risk of amyotrophic lateral sclerosis in Japan","Okamoto K, Kihira T, Kondo T, Kobashi G, Washio M, Sasaki S, Yokoyama T, Miyake Y, Sakamoto N, Inaba Y, Nagai M.","Amyotroph Lateral Scler. 2007 Oct;8(5):300-4. doi: 10.1080/17482960701472249.","Okamoto K","Amyotroph Lateral Scler","2007","2007/09/14","","","10.1080/17482960701472249"
"30786056","Smoking and amyotrophic lateral sclerosis: A mendelian randomization study","Zhan Y, Fang F.","Ann Neurol. 2019 Apr;85(4):482-484. doi: 10.1002/ana.25443. Epub 2019 Mar 13.","Zhan Y","Ann Neurol","2019","2019/02/21","","","10.1002/ana.25443"
"32577865","Physical activity as a risk factor for amyotrophic lateral sclerosis-findings from three large European cohorts","M H, Np R.","J Neurol. 2020 Jul;267(7):2173-2175. doi: 10.1007/s00415-020-09995-x.","M H","J Neurol","2020","2020/06/25","PMC7320939","","10.1007/s00415-020-09995-x"
"30602169","Amyotrophic Lateral Sclerosis Descriptive Epidemiology: The Origin of Geographic Difference","Logroscino G, Piccininni M.","Neuroepidemiology. 2019;52(1-2):93-103. doi: 10.1159/000493386. Epub 2019 Jan 2.","Logroscino G","Neuroepidemiology","2019","2019/01/03","","","10.1159/000493386"
"26998882","Long-term physical activity: an exogenous risk factor for sporadic amyotrophic lateral sclerosis?","Harwood CA, Westgate K, Gunstone S, Brage S, Wareham NJ, McDermott CJ, Shaw PJ.","Amyotroph Lateral Scler Frontotemporal Degener. 2016 Jul-Aug;17(5-6):377-84. doi: 10.3109/21678421.2016.1154575. Epub 2016 Mar 21.","Harwood CA","Amyotroph Lateral Scler Frontotemporal Degener","2016","2016/03/22","PMC4950417","","10.3109/21678421.2016.1154575"
"13129806","Riluzole for amyotrophic lateral sclerosis (ALS)/motor neuron disease (MND)","Miller RG, Mitchell JD, Lyon M, Moore DH.","Amyotroph Lateral Scler Other Motor Neuron Disord. 2003 Sep;4(3):191-206.","Miller RG","Amyotroph Lateral Scler Other Motor Neuron Disord","2003","2003/09/18","","",""
"32455692","Genetics and Sex in the Pathogenesis of Amyotrophic Lateral Sclerosis (ALS): Is There a Link?","Trojsi F, D'Alvano G, Bonavita S, Tedeschi G.","Int J Mol Sci. 2020 May 21;21(10):3647. doi: 10.3390/ijms21103647.","Trojsi F","Int J Mol Sci","2020","2020/05/28","PMC7279172","","10.3390/ijms21103647"
"22791740","Smoking, alcohol consumption, and the risk of amyotrophic lateral sclerosis: a population-based study","de Jong SW, Huisman MH, Sutedja NA, van der Kooi AJ, de Visser M, Schelhaas HJ, Fischer K, Veldink JH, van den Berg LH.","Am J Epidemiol. 2012 Aug 1;176(3):233-9. doi: 10.1093/aje/kws015. Epub 2012 Jul 11.","de Jong SW","Am J Epidemiol","2012","2012/07/14","","","10.1093/aje/kws015"
"19342254","Lifestyle factors and risk of amyotrophic lateral sclerosis: a case-control study in Japan","Okamoto K, Kihira T, Kondo T, Kobashi G, Washio M, Sasaki S, Yokoyama T, Miyake Y, Sakamoto N, Inaba Y, Nagai M.","Ann Epidemiol. 2009 Jun;19(6):359-64. doi: 10.1016/j.annepidem.2009.01.015. Epub 2009 Apr 2.","Okamoto K","Ann Epidemiol","2009","2009/04/04","","","10.1016/j.annepidem.2009.01.015"
"21455838","Amyotrophic lateral sclerosis - looking for pathogenesis and effective therapy","Naganska E, Matyja E.","Folia Neuropathol. 2011;49(1):1-13.","Naganska E","Folia Neuropathol","2011","2011/04/02","","",""
"12574495","Epidemiology of neurodegeneration","Mayeux R.","Annu Rev Neurosci. 2003;26:81-104. doi: 10.1146/annurev.neuro.26.043002.094919. Epub 2003 Jan 24.","Mayeux R","Annu Rev Neurosci","2003","2003/02/08","","","10.1146/annurev.neuro.26.043002.094919"
"28000350","Risk factors for onset of amyotrophic lateral sclerosis","Swash M, de Carvalho M.","Eur J Neurol. 2017 Jan;24(1):9-10. doi: 10.1111/ene.13177. Epub 2016 Nov 7.","Swash M","Eur J Neurol","2017","2016/12/22","","","10.1111/ene.13177"
"28977441","Ageing as a risk factor for ALS/FTD","Niccoli T, Partridge L, Isaacs AM.","Hum Mol Genet. 2017 Oct 1;26(R2):R105-R113. doi: 10.1093/hmg/ddx247.","Niccoli T","Hum Mol Genet","2017","2017/10/05","","","10.1093/hmg/ddx247"
"20847462","Exposure to pesticides and risk of amyotrophic lateral sclerosis: a population-based case-control study","Bonvicini F, Marcello N, Mandrioli J, Pietrini V, Vinceti M.","Ann Ist Super Sanita. 2010;46(3):284-7. doi: 10.4415/ANN_10_03_10.","Bonvicini F","Ann Ist Super Sanita","2010","2010/09/18","","","10.4415/ANN_10_03_10"
"34216974","An amyotrophic lateral sclerosis hot spot in the French Alps associated with genotoxic fungi","Lagrange E, Vernoux JP, Reis J, Palmer V, Camu W, Spencer PS.","J Neurol Sci. 2021 Aug 15;427:117558. doi: 10.1016/j.jns.2021.117558. Epub 2021 Jun 25.","Lagrange E","J Neurol Sci","2021","2021/07/03","","","10.1016/j.jns.2021.117558"
"17874192","Geographic distribution of amyotrophic lateral sclerosis through motor neuron disease mortality data","Uccelli R, Binazzi A, Altavista P, Belli S, Comba P, Mastrantonio M, Vanacore N.","Eur J Epidemiol. 2007;22(11):781-90. doi: 10.1007/s10654-007-9173-7. Epub 2007 Sep 14.","Uccelli R","Eur J Epidemiol","2007","2007/09/18","","","10.1007/s10654-007-9173-7"
"32946420","Amyotrophic lateral sclerosis, occupational exposure to extremely low frequency magnetic fields and electric shocks: a systematic review and meta-analysis","Jalilian H, Najafi K, Khosravi Y, Röösli M.","Rev Environ Health. 2020 Sep 18;36(1):129-142. doi: 10.1515/reveh-2020-0041. Print 2021 Mar 26.","Jalilian H","Rev Environ Health","2020","2020/09/18","","","10.1515/reveh-2020-0041"
"29941657","Study of occupation and amyotrophic lateral sclerosis in a Danish cohort","Dickerson AS, Hansen J, Kioumourtzoglou MA, Specht AJ, Gredal O, Weisskopf MG.","Occup Environ Med. 2018 Sep;75(9):630-638. doi: 10.1136/oemed-2018-105110. Epub 2018 Jun 25.","Dickerson AS","Occup Environ Med","2018","2018/06/27","PMC6445390","NIHMS1010095","10.1136/oemed-2018-105110"
"20698805","Job strain, hypoxia and risk of amyotrophic lateral sclerosis: Results from a death certificate study","Vanacore N, Cocco P, Fadda D, Dosemeci M.","Amyotroph Lateral Scler. 2010 Oct;11(5):430-4. doi: 10.3109/17482961003605796.","Vanacore N","Amyotroph Lateral Scler","2010","2010/08/12","","","10.3109/17482961003605796"
"29874196","A meta-analysis on residential exposure to magnetic fields and the risk of amyotrophic lateral sclerosis","Röösli M, Jalilian H.","Rev Environ Health. 2018 Sep 25;33(3):309-313. doi: 10.1515/reveh-2018-0019.","Röösli M","Rev Environ Health","2018","2018/06/07","","","10.1515/reveh-2018-0019"
"29713861","The increasing importance of environmental conditions in amyotrophic lateral sclerosis","Riancho J, Bosque-Varela P, Perez-Pereda S, Povedano M, de Munaín AL, Santurtun A.","Int J Biometeorol. 2018 Aug;62(8):1361-1374. doi: 10.1007/s00484-018-1550-2. Epub 2018 Apr 30.","Riancho J","Int J Biometeorol","2018","2018/05/02","","","10.1007/s00484-018-1550-2"
"30373166","Amyotrophic Lateral Sclerosis and Occupational Exposures: A Systematic Literature Review and Meta-Analyses","Gunnarsson LG, Bodin L.","Int J Environ Res Public Health. 2018 Oct 26;15(11):2371. doi: 10.3390/ijerph15112371.","Gunnarsson LG","Int J Environ Res Public Health","2018","2018/10/31","PMC6265680","","10.3390/ijerph15112371"
"22377752","Smoking is not a risk factor for sporadic amyotrophic lateral sclerosis in an Australian population","Pamphlett R, Ward EC.","Neuroepidemiology. 2012;38(2):106-13. doi: 10.1159/000336013. Epub 2012 Feb 24.","Pamphlett R","Neuroepidemiology","2012","2012/03/02","","","10.1159/000336013"
"33907295","Loss of appetite in patients with amyotrophic lateral sclerosis is associated with weight loss and anxiety/depression","Wang Y, Ye S, Chen L, Tang L, Fan D.","Sci Rep. 2021 Apr 27;11(1):9119. doi: 10.1038/s41598-021-88755-x.","Wang Y","Sci Rep","2021","2021/04/28","PMC8079393","","10.1038/s41598-021-88755-x"
"27103621","Association between alcohol consumption and amyotrophic lateral sclerosis: a meta-analysis of five observational studies","E M, Yu S, Dou J, Jin W, Cai X, Mao Y, Zhu D, Yang R.","Neurol Sci. 2016 Aug;37(8):1203-8. doi: 10.1007/s10072-016-2575-0. Epub 2016 Apr 21.","E M","Neurol Sci","2016","2016/04/23","","","10.1007/s10072-016-2575-0"
"33875291","Assessment of ANG variants in Parkinson's disease","Grenn FP, Moore A, Bandres-Ciga S, Krohn L, Blauwendraat C; International Parkinson's Disease Genomics Consortium (IPDGC).","Neurobiol Aging. 2021 Aug;104:111.e1-111.e4. doi: 10.1016/j.neurobiolaging.2021.03.006. Epub 2021 Mar 24.","Grenn FP","Neurobiol Aging","2021","2021/04/20","PMC8225568","NIHMS1688376","10.1016/j.neurobiolaging.2021.03.006"
"28934974","Blood hemoglobin A1c levels and amyotrophic lateral sclerosis survival","Wei QQ, Chen Y, Cao B, Ou RW, Zhang L, Hou Y, Gao X, Shang H.","Mol Neurodegener. 2017 Sep 21;12(1):69. doi: 10.1186/s13024-017-0211-y.","Wei QQ","Mol Neurodegener","2017","2017/09/23","PMC5609007","","10.1186/s13024-017-0211-y"
"19524991","[Epidemiology of amyotrophic lateral sclerosis]","Soriani MH, Desnuelle C.","Rev Neurol (Paris). 2009 Aug-Sep;165(8-9):627-40. doi: 10.1016/j.neurol.2009.04.004. Epub 2009 Jun 13.","Soriani MH","Rev Neurol (Paris)","2009","2009/06/16","","","10.1016/j.neurol.2009.04.004"
"32906597","Reply to Comment on ""Environmental and Occupational Risk Factors of Amyotrophic Lateral Sclerosis: A Population-Based Case-Control Study""","Filippini T, Tesauro M, Fiore M, Malagoli C, Consonni M, Violi F, Iacuzio L, Arcolin E, Oliveri Conti G, Cristaldi A, Zuccarello P, Zucchi E, Mazzini L, Pisano F, Gagliardi I, Patti F, Mandrioli J, Ferrante M, Vinceti M.","Int J Environ Res Public Health. 2020 Sep 7;17(18):6492. doi: 10.3390/ijerph17186492.","Filippini T","Int J Environ Res Public Health","2020","2020/09/10","PMC7559024","","10.3390/ijerph17186492"
"26727307","Epidemiology of amyotrophic lateral sclerosis: A review of literature","Couratier P, Corcia P, Lautrette G, Nicol M, Preux PM, Marin B.","Rev Neurol (Paris). 2016 Jan;172(1):37-45. doi: 10.1016/j.neurol.2015.11.002. Epub 2015 Dec 22.","Couratier P","Rev Neurol (Paris)","2016","2016/01/05","","","10.1016/j.neurol.2015.11.002"
"31230725","ALS and environment: Clues from spatial clustering?","Spencer PS, Lagrange E, Camu W.","Rev Neurol (Paris). 2019 Dec;175(10):652-663. doi: 10.1016/j.neurol.2019.04.007. Epub 2019 Jun 21.","Spencer PS","Rev Neurol (Paris)","2019","2019/06/25","","","10.1016/j.neurol.2019.04.007"
"32206784","The multifaceted role of kinases in amyotrophic lateral sclerosis: genetic, pathological and therapeutic implications","Guo W, Vandoorne T, Steyaert J, Staats KA, Van Den Bosch L.","Brain. 2020 Jun 1;143(6):1651-1673. doi: 10.1093/brain/awaa022.","Guo W","Brain","2020","2020/03/25","PMC7296858","","10.1093/brain/awaa022"
"29063790","Trauma and amyotrophic lateral sclerosis: a european population-based case-control study from the EURALS consortium","Pupillo E, Poloni M, Bianchi E, Giussani G, Logroscino G, Zoccolella S, Chiò A, Calvo A, Corbo M, Lunetta C, Marin B, Mitchell D, Hardiman O, Rooney J, Stevic Z, Bandettini di Poggio M, Filosto M, Cotelli MS, Perini M, Riva N, Tremolizzo L, Vitelli E, Damiani D, Beghi E; EURALS Consortium†.","Amyotroph Lateral Scler Frontotemporal Degener. 2018 Feb;19(1-2):118-125. doi: 10.1080/21678421.2017.1386687. Epub 2017 Oct 24.","Pupillo E","Amyotroph Lateral Scler Frontotemporal Degener","2018","2017/10/25","","","10.1080/21678421.2017.1386687"
